Tokens,Tags
"['First', 'time', 'coming', 'here', 'for', 'breakfast', 'at', '9', 'am', 'on', 'a', 'weekday', ',', 'it', 'is', 'okay', ',', 'not', 'too', 'crowded', '.', 'There', 'are', 'many', 'dishes', '.', 'I', 'ordered', 'nasi', 'lemak', 'with', 'cockle', 'sambal', 'and', 'red', '-', 'cooked', 'chicken', '.', 'The', 'cockle', 'sambal', 'is', 'spicy', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]"
"['First', 'time', 'coming', 'here', 'for', 'breakfast', 'at', '9', 'am', 'on', 'a', 'weekday', ',', 'it', 'is', 'okay', ',', 'not', 'too', 'crowded', '.', 'There', 'are', 'many', 'dishes', '.', 'I', 'ordered', 'nasi', 'lemak', 'with', 'cockle', 'sambal', 'and', 'red', '-', 'cooked', 'chicken', '.', 'The', 'cockle', 'sambal', 'is', 'spicy', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]"
"['First', 'time', 'coming', 'here', 'for', 'breakfast', 'at', '9', 'am', 'on', 'a', 'weekday', ',', 'it', 'is', 'okay', ',', 'not', 'too', 'crowded', '.', 'There', 'are', 'many', 'dishes', '.', 'I', 'ordered', 'nasi', 'lemak', 'with', 'cockle', 'sambal', 'and', 'red', '-', 'cooked', 'chicken', '.', 'The', 'cockle', 'sambal', 'is', 'spicy', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]"
"['The', 'rice', 'is', 'cooked', 'beautifully', ',', 'fragrant', ',', 'and', 'has', 'a', 'rich', 'coconut', 'milk', 'flavor', '.', 'The', 'cockle', 'sambal', 'is', 'delicious', 'but', 'slightly', 'salty', '.', 'The', 'portion', 'is', 'generous', '.', 'The', 'shop', 'is', 'famous', ',', 'and', 'the', 'prices', 'are', 'a', 'bit', 'on', 'the', 'high', 'side', '.', 'The', 'service', 'is', 'fast', ',', 'and', 'the', 'shop', 'is', 'clean', '.', 'Overall', ',', 'it', 'is', 'nice', '!', '?']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'rice', 'is', 'cooked', 'beautifully', ',', 'fragrant', ',', 'and', 'has', 'a', 'rich', 'coconut', 'milk', 'flavor', '.', 'The', 'cockle', 'sambal', 'is', 'delicious', 'but', 'slightly', 'salty', '.', 'The', 'portion', 'is', 'generous', '.', 'The', 'shop', 'is', 'famous', ',', 'and', 'the', 'prices', 'are', 'a', 'bit', 'on', 'the', 'high', 'side', '.', 'The', 'service', 'is', 'fast', ',', 'and', 'the', 'shop', 'is', 'clean', '.', 'Overall', ',', 'it', 'is', 'nice', '!', '?']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'rice', 'is', 'cooked', 'beautifully', ',', 'fragrant', ',', 'and', 'has', 'a', 'rich', 'coconut', 'milk', 'flavor', '.', 'The', 'cockle', 'sambal', 'is', 'delicious', 'but', 'slightly', 'salty', '.', 'The', 'portion', 'is', 'generous', '.', 'The', 'shop', 'is', 'famous', ',', 'and', 'the', 'prices', 'are', 'a', 'bit', 'on', 'the', 'high', 'side', '.', 'The', 'service', 'is', 'fast', ',', 'and', 'the', 'shop', 'is', 'clean', '.', 'Overall', ',', 'it', 'is', 'nice', '!', '?']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'rice', 'is', 'cooked', 'beautifully', ',', 'fragrant', ',', 'and', 'has', 'a', 'rich', 'coconut', 'milk', 'flavor', '.', 'The', 'cockle', 'sambal', 'is', 'delicious', 'but', 'slightly', 'salty', '.', 'The', 'portion', 'is', 'generous', '.', 'The', 'shop', 'is', 'famous', ',', 'and', 'the', 'prices', 'are', 'a', 'bit', 'on', 'the', 'high', 'side', '.', 'The', 'service', 'is', 'fast', ',', 'and', 'the', 'shop', 'is', 'clean', '.', 'Overall', ',', 'it', 'is', 'nice', '!', '?']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'rice', 'is', 'cooked', 'beautifully', ',', 'fragrant', ',', 'and', 'has', 'a', 'rich', 'coconut', 'milk', 'flavor', '.', 'The', 'cockle', 'sambal', 'is', 'delicious', 'but', 'slightly', 'salty', '.', 'The', 'portion', 'is', 'generous', '.', 'The', 'shop', 'is', 'famous', ',', 'and', 'the', 'prices', 'are', 'a', 'bit', 'on', 'the', 'high', 'side', '.', 'The', 'service', 'is', 'fast', ',', 'and', 'the', 'shop', 'is', 'clean', '.', 'Overall', ',', 'it', 'is', 'nice', '!', '?']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'rice', 'is', 'cooked', 'beautifully', ',', 'fragrant', ',', 'and', 'has', 'a', 'rich', 'coconut', 'milk', 'flavor', '.', 'The', 'cockle', 'sambal', 'is', 'delicious', 'but', 'slightly', 'salty', '.', 'The', 'portion', 'is', 'generous', '.', 'The', 'shop', 'is', 'famous', ',', 'and', 'the', 'prices', 'are', 'a', 'bit', 'on', 'the', 'high', 'side', '.', 'The', 'service', 'is', 'fast', ',', 'and', 'the', 'shop', 'is', 'clean', '.', 'Overall', ',', 'it', 'is', 'nice', '!', '?']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['For', 'RM29', '.', '40', ',', 'I', 'got', '2', 'nasi', 'lemak', 'ayam', ',', 'a', 'tempe', ',', 'ice', 'Milo', 'and', 'coffee', '.', 'This', 'store', 'gone', 'viral', 'and', 'my', 'wife', 'thought', 'that', 'the', 'food', 'must', 'be', 'good', '.', 'Well', ',', 'I', 'think', 'it', 'is', 'over', 'hyped', '.', 'I', 'went', 'to', 'it', 'today', '.', 'The', 'rice', 'tasted', 'more', 'like', 'ordinary', 'rice', 'rather', 'than', 'nasi', 'lemak']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"['For', 'RM29', '.', '40', ',', 'I', 'got', '2', 'nasi', 'lemak', 'ayam', ',', 'a', 'tempe', ',', 'ice', 'Milo', 'and', 'coffee', '.', 'This', 'store', 'gone', 'viral', 'and', 'my', 'wife', 'thought', 'that', 'the', 'food', 'must', 'be', 'good', '.', 'Well', ',', 'I', 'think', 'it', 'is', 'over', 'hyped', '.', 'I', 'went', 'to', 'it', 'today', '.', 'The', 'rice', 'tasted', 'more', 'like', 'ordinary', 'rice', 'rather', 'than', 'nasi', 'lemak']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"['For', 'RM29', '.', '40', ',', 'I', 'got', '2', 'nasi', 'lemak', 'ayam', ',', 'a', 'tempe', ',', 'ice', 'Milo', 'and', 'coffee', '.', 'This', 'store', 'gone', 'viral', 'and', 'my', 'wife', 'thought', 'that', 'the', 'food', 'must', 'be', 'good', '.', 'Well', ',', 'I', 'think', 'it', 'is', 'over', 'hyped', '.', 'I', 'went', 'to', 'it', 'today', '.', 'The', 'rice', 'tasted', 'more', 'like', 'ordinary', 'rice', 'rather', 'than', 'nasi', 'lemak']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"['This', 'is', 'the', 'first', 'time', 'I', 'got', 'to', 'eat', 'here', '.', 'Until', 'now', ',', 'I', 'could', 'not', 'go', 'because', 'every', 'time', 'I', 'went', ',', 'there', 'was', 'no', 'parking', '.', 'Tonight', 'there', 'was', 'nearby', 'parking', ',', 'so', 'I', 'dared', 'to', 'go', '.', 'It', 'was', 'worth', 'it', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['This', 'is', 'the', 'first', 'time', 'I', 'got', 'to', 'eat', 'here', '.', 'Until', 'now', ',', 'I', 'could', 'not', 'go', 'because', 'every', 'time', 'I', 'went', ',', 'there', 'was', 'no', 'parking', '.', 'Tonight', 'there', 'was', 'nearby', 'parking', ',', 'so', 'I', 'dared', 'to', 'go', '.', 'It', 'was', 'worth', 'it', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['One', 'of', 'the', 'better', 'places', 'for', 'nasi', 'lemak', 'in', 'the', 'city', '.', 'Access', 'to', 'it', 'is', 'made', 'easier', 'with', 'the', 'lrt', ',', 'and', 'you', 'can', 'also', 'check', 'out', 'the', 'Saloma', 'tunnel', 'after', 'dinner', ',', 'which', 'overlooks', 'the', 'Twin', 'Towers', '.', 'Great', 'for', 'tourists', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Do', 'you', 'enjoy', 'eating', 'in', 'a', 'sauna', '?', 'Because', 'this', 'is', 'what', 'it', 'feels', 'like', '.', 'The', 'whole', 'place', 'has', 'absolutely', 'horrendous', 'airflow', '.', 'It', 'is', 'clear', 'that', 'there', 'was', 'no', 'consideration', 'for', 'ventilation', 'when', 'the', 'structure', 'was', 'built', '.', 'No', 'roof', 'ventilators', ',', 'no', 'air', 'circulator', ',', 'no', 'air', 'coolers', ',', 'only', 'small', 'fans', 'mounted', 'on', 'the', 'ceiling', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Do', 'you', 'enjoy', 'eating', 'in', 'a', 'sauna', '?', 'Because', 'this', 'is', 'what', 'it', 'feels', 'like', '.', 'The', 'whole', 'place', 'has', 'absolutely', 'horrendous', 'airflow', '.', 'It', 'is', 'clear', 'that', 'there', 'was', 'no', 'consideration', 'for', 'ventilation', 'when', 'the', 'structure', 'was', 'built', '.', 'No', 'roof', 'ventilators', ',', 'no', 'air', 'circulator', ',', 'no', 'air', 'coolers', ',', 'only', 'small', 'fans', 'mounted', 'on', 'the', 'ceiling', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Nasi', 'lemak', 'with', 'sambal', 'is', 'good', ';', 'it', 'has', 'a', 'balanced', 'sweet', 'and', 'spicy', 'taste', '.', 'The', 'watermelon', 'juice', 'is', 'okay', 'but', 'still', 'a', 'bit', 'sweet', '.', 'The', 'spiced', 'fried', 'chicken', 'is', 'tasty', '.']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0]"
"['Nasi', 'lemak', 'with', 'sambal', 'is', 'good', ';', 'it', 'has', 'a', 'balanced', 'sweet', 'and', 'spicy', 'taste', '.', 'The', 'watermelon', 'juice', 'is', 'okay', 'but', 'still', 'a', 'bit', 'sweet', '.', 'The', 'spiced', 'fried', 'chicken', 'is', 'tasty', '.']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0]"
"['Nasi', 'lemak', 'with', 'sambal', 'is', 'good', ';', 'it', 'has', 'a', 'balanced', 'sweet', 'and', 'spicy', 'taste', '.', 'The', 'watermelon', 'juice', 'is', 'okay', 'but', 'still', 'a', 'bit', 'sweet', '.', 'The', 'spiced', 'fried', 'chicken', 'is', 'tasty', '.']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0]"
"['Nasi', 'lemak', 'with', 'sambal', 'is', 'good', ';', 'it', 'has', 'a', 'balanced', 'sweet', 'and', 'spicy', 'taste', '.', 'The', 'watermelon', 'juice', 'is', 'okay', 'but', 'still', 'a', 'bit', 'sweet', '.', 'The', 'spiced', 'fried', 'chicken', 'is', 'tasty', '.']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0]"
"['I', 'ordered', 'nasi', 'lemak', 'here', 'with', 'additional', 'chicken', 'rendang', ',', 'complete', 'with', 'sambal', ',', 'peanuts', ',', 'and', 'anchovies', ',', 'all', 'for', 'RM11', '.', '90', '.', 'It', 'is', 'really', 'delicious']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Sauces', 'are', 'good', '.', 'Sambal', 'was', 'spicy', 'and', 'flavorful', '.', 'There', 'is', 'a', 'Coway', 'water', 'dispenser', 'if', 'you', 'do', 'not', 'fancy', 'any', 'drinks', '.', 'Tables', 'are', 'cleared', 'very', 'quickly', 'and', 'systematically', '.', 'Place', 'has', 'very', 'good', 'ventilation', 'and', 'seating', 'places', '.', 'The', 'fried', 'chicken', 'can', 'be', 'better', '.', 'Rendang', 'chicken', 'very', 'delicious', '!', '!', '!', 'Fruit', 'juices', 'seem', 'reasonably', 'priced', '.']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 1, 2, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Sauces', 'are', 'good', '.', 'Sambal', 'was', 'spicy', 'and', 'flavorful', '.', 'There', 'is', 'a', 'Coway', 'water', 'dispenser', 'if', 'you', 'do', 'not', 'fancy', 'any', 'drinks', '.', 'Tables', 'are', 'cleared', 'very', 'quickly', 'and', 'systematically', '.', 'Place', 'has', 'very', 'good', 'ventilation', 'and', 'seating', 'places', '.', 'The', 'fried', 'chicken', 'can', 'be', 'better', '.', 'Rendang', 'chicken', 'very', 'delicious', '!', '!', '!', 'Fruit', 'juices', 'seem', 'reasonably', 'priced', '.']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 1, 2, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Sauces', 'are', 'good', '.', 'Sambal', 'was', 'spicy', 'and', 'flavorful', '.', 'There', 'is', 'a', 'Coway', 'water', 'dispenser', 'if', 'you', 'do', 'not', 'fancy', 'any', 'drinks', '.', 'Tables', 'are', 'cleared', 'very', 'quickly', 'and', 'systematically', '.', 'Place', 'has', 'very', 'good', 'ventilation', 'and', 'seating', 'places', '.', 'The', 'fried', 'chicken', 'can', 'be', 'better', '.', 'Rendang', 'chicken', 'very', 'delicious', '!', '!', '!', 'Fruit', 'juices', 'seem', 'reasonably', 'priced', '.']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 1, 2, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Sauces', 'are', 'good', '.', 'Sambal', 'was', 'spicy', 'and', 'flavorful', '.', 'There', 'is', 'a', 'Coway', 'water', 'dispenser', 'if', 'you', 'do', 'not', 'fancy', 'any', 'drinks', '.', 'Tables', 'are', 'cleared', 'very', 'quickly', 'and', 'systematically', '.', 'Place', 'has', 'very', 'good', 'ventilation', 'and', 'seating', 'places', '.', 'The', 'fried', 'chicken', 'can', 'be', 'better', '.', 'Rendang', 'chicken', 'very', 'delicious', '!', '!', '!', 'Fruit', 'juices', 'seem', 'reasonably', 'priced', '.']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 1, 2, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Sauces', 'are', 'good', '.', 'Sambal', 'was', 'spicy', 'and', 'flavorful', '.', 'There', 'is', 'a', 'Coway', 'water', 'dispenser', 'if', 'you', 'do', 'not', 'fancy', 'any', 'drinks', '.', 'Tables', 'are', 'cleared', 'very', 'quickly', 'and', 'systematically', '.', 'Place', 'has', 'very', 'good', 'ventilation', 'and', 'seating', 'places', '.', 'The', 'fried', 'chicken', 'can', 'be', 'better', '.', 'Rendang', 'chicken', 'very', 'delicious', '!', '!', '!', 'Fruit', 'juices', 'seem', 'reasonably', 'priced', '.']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 1, 2, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Sauces', 'are', 'good', '.', 'Sambal', 'was', 'spicy', 'and', 'flavorful', '.', 'There', 'is', 'a', 'Coway', 'water', 'dispenser', 'if', 'you', 'do', 'not', 'fancy', 'any', 'drinks', '.', 'Tables', 'are', 'cleared', 'very', 'quickly', 'and', 'systematically', '.', 'Place', 'has', 'very', 'good', 'ventilation', 'and', 'seating', 'places', '.', 'The', 'fried', 'chicken', 'can', 'be', 'better', '.', 'Rendang', 'chicken', 'very', 'delicious', '!', '!', '!', 'Fruit', 'juices', 'seem', 'reasonably', 'priced', '.']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 1, 2, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Sauces', 'are', 'good', '.', 'Sambal', 'was', 'spicy', 'and', 'flavorful', '.', 'There', 'is', 'a', 'Coway', 'water', 'dispenser', 'if', 'you', 'do', 'not', 'fancy', 'any', 'drinks', '.', 'Tables', 'are', 'cleared', 'very', 'quickly', 'and', 'systematically', '.', 'Place', 'has', 'very', 'good', 'ventilation', 'and', 'seating', 'places', '.', 'The', 'fried', 'chicken', 'can', 'be', 'better', '.', 'Rendang', 'chicken', 'very', 'delicious', '!', '!', '!', 'Fruit', 'juices', 'seem', 'reasonably', 'priced', '.']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 1, 2, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Sauces', 'are', 'good', '.', 'Sambal', 'was', 'spicy', 'and', 'flavorful', '.', 'There', 'is', 'a', 'Coway', 'water', 'dispenser', 'if', 'you', 'do', 'not', 'fancy', 'any', 'drinks', '.', 'Tables', 'are', 'cleared', 'very', 'quickly', 'and', 'systematically', '.', 'Place', 'has', 'very', 'good', 'ventilation', 'and', 'seating', 'places', '.', 'The', 'fried', 'chicken', 'can', 'be', 'better', '.', 'Rendang', 'chicken', 'very', 'delicious', '!', '!', '!', 'Fruit', 'juices', 'seem', 'reasonably', 'priced', '.']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 1, 2, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Sauces', 'are', 'good', '.', 'Sambal', 'was', 'spicy', 'and', 'flavorful', '.', 'There', 'is', 'a', 'Coway', 'water', 'dispenser', 'if', 'you', 'do', 'not', 'fancy', 'any', 'drinks', '.', 'Tables', 'are', 'cleared', 'very', 'quickly', 'and', 'systematically', '.', 'Place', 'has', 'very', 'good', 'ventilation', 'and', 'seating', 'places', '.', 'The', 'fried', 'chicken', 'can', 'be', 'better', '.', 'Rendang', 'chicken', 'very', 'delicious', '!', '!', '!', 'Fruit', 'juices', 'seem', 'reasonably', 'priced', '.']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 1, 2, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Very', 'good', 'place', 'to', 'get', 'Malaysian', 'Nasi', 'Lemak', '.', 'Plenty', 'of', 'dishes', 'available', 'to', 'choose', 'with', 'the', 'Nasi', 'Lemak', '.', 'QR', 'code', 'is', 'now', 'accepted', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Very', 'good', 'place', 'to', 'get', 'Malaysian', 'Nasi', 'Lemak', '.', 'Plenty', 'of', 'dishes', 'available', 'to', 'choose', 'with', 'the', 'Nasi', 'Lemak', '.', 'QR', 'code', 'is', 'now', 'accepted', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['It', 'is', 'all', 'ok', '.', 'The', 'service', 'is', 'good', '.', 'It', 'is', 'good', 'to', 'have', 'a', 'choice', ',', 'if', 'dont', 'want', 'pay', 'for', 'RM', '1', 'to', 'sit', 'in', 'the', 'air', 'cond', ',', 'you', 'can', 'sit', 'outside', '.', 'The', 'important', 'is', 'the', 'place', 'is', 'clean', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['It', 'is', 'all', 'ok', '.', 'The', 'service', 'is', 'good', '.', 'It', 'is', 'good', 'to', 'have', 'a', 'choice', ',', 'if', 'dont', 'want', 'pay', 'for', 'RM', '1', 'to', 'sit', 'in', 'the', 'air', 'cond', ',', 'you', 'can', 'sit', 'outside', '.', 'The', 'important', 'is', 'the', 'place', 'is', 'clean', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
